,data_pagamento,CACR11_rendimento,BPFF11_rendimento,AFHI11_rendimento,ALZR11_rendimento,RZAT11_rendimento,ARRI11_rendimento,AIEC11_rendimento,BARI11_rendimento,BBPO11_rendimento,BCFF11_rendimento,BRCR11_rendimento,BCIA11_rendimento,BCRI11_rendimento,BLMR11_rendimento,BLMG11_rendimento,BRCO11_rendimento,BTAL11_rendimento,BTCI11_rendimento,BTRA11_rendimento,BTLG11_rendimento,CPFF11_rendimento,CPTS11_rendimento,HGCR11_rendimento,HGFF11_rendimento,HGLG11_rendimento,HGRU11_rendimento,CYCR11_rendimento,CARE11_rendimento,DEVA11_rendimento,VRTA11_rendimento,GTWR11_rendimento,GGRC11_rendimento,GALG11_rendimento,HABT11_rendimento,HCTR11_rendimento,HGBS11_rendimento,HGRE11_rendimento,HSAF11_rendimento,HSLG11_rendimento,HSML11_rendimento,HFOF11_rendimento,IRDM11_rendimento,JPPA11_rendimento,JSAF11_rendimento,JSRE11_rendimento,KISU11_rendimento,KNRI11_rendimento,KCRE11_rendimento,KNHY11_rendimento,KNIP11_rendimento,KNCR11_rendimento,KNSC11_rendimento,KFOF11_rendimento,LGCP11_rendimento,MALL11_rendimento,MCCI11_rendimento,MCHF11_rendimento,MXRF11_rendimento,MFII11_rendimento,MGFF11_rendimento,MORC11_rendimento,MORE11_rendimento,NCHB11_rendimento,OUJP11_rendimento,PATL11_rendimento,PLCR11_rendimento,PORD11_rendimento,QAGR11_rendimento,RBRL11_rendimento,RBRY11_rendimento,RBRP11_rendimento,RBRF11_rendimento,RBRR11_rendimento,RECR11_rendimento,RECT11_rendimento,RBFF11_rendimento,RCRB11_rendimento,RBVA11_rendimento,RZAK11_rendimento,RZTR11_rendimento,SADI11_rendimento,SARE11_rendimento,SNCI11_rendimento,SNFF11_rendimento,TEPP11_rendimento,TGAR11_rendimento,TORD11_rendimento,TRXF11_rendimento,URPR11_rendimento,VGHF11_rendimento,VGIP11_rendimento,VGIR11_rendimento,CVBI11_rendimento,LVBI11_rendimento,PVBI11_rendimento,VCJR11_rendimento,VSLH11_rendimento,VCRI11_rendimento,VIUR11_rendimento,VILG11_rendimento,VINO11_rendimento,VISC11_rendimento,VTLT11_rendimento,WHGR11_rendimento,XPCI11_rendimento,XPIN11_rendimento,XPLG11_rendimento,XPML11_rendimento,XPPR11_rendimento,XPSF11_rendimento
497,2020-12-14,,,,,,,,,1.0823,0.5300,0.4991,,,,,,,,,,,,0.5200,0.5500,0.7800,0.6800,,,2.6800,,0.6877,,,,2.5100,0.6000,0.6500,,,,0.5500,,0.6500,,,,0.6500,,,,,,0.5000,,0.5800,,,0.0600,1.1000,,,,1.2036,0.6700,,0.6700,,0.3800,0.6500,,0.5500,,,1.3100,0.7200,,,,,,0.1500,0.2000,,,0.5000,,0.1878,0.7000,2.0367,,,,,,,,,,,0.6000,0.3500,0.4500,,,0.6300,,0.5800,,0.6000,0.0800
498,2020-12-15,,,,,,,,,,,,,1.1900,,,,,,,,,,,,,,,,,0.7900,,,,,,,,,,,,,,,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,0.5500,,0.9500,,,,,,,,,,,,,,,1.5000,,,,,,,,,,,,,,,,,
499,2020-12-16,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,1.3797,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,0.7500,,0.7500,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2020-12-17,,,,,,,,,,,,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500,0.0390,,,,,,,,,,,,,,,,,,
501,2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2020-12-21,,,,,,,,1.2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2020-12-23,,,,0.3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.4500,,
504,2020-12-29,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,2021-01-08,,0.5700,,,,0.0802,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,0.7000,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4700,0.4700,,,,,,,,,,,,,,,
507,2021-01-11,0.9300,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,1.3600,,,,,,,,,,,,,,,,,0.7215,,,,,,,
508,2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2300,1.3500,0.4300,0.8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2100,,,,,,,,,,,,,,
509,2021-01-15,,,,,,,,,1.0823,0.5300,0.5000,,1.1400,,,,,,,,,,0.7300,0.9000,2.6300,0.7200,,,2.5100,0.9000,0.6877,,0.0750,1.5000,2.4700,0.6600,0.9700,,0.3100,,0.7500,,,,,,0.6500,,,,,,0.5000,0.3300,0.6200,,,0.0700,1.0400,,,,1.0884,1.1559,,0.8000,,0.4500,0.6820,,0.5500,,,1.6691,0.7200,0.5500,0.8000,0.9500,,,0.2100,0.2487,,,0.5200,,0.1014,0.7000,2.0100,,,,,,,,,,,0.6000,0.4200,0.5500,,,0.7500,,0.6000,,0.5700,0.0700
510,2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9500,,,,,,,,,,,,,,,,,
511,2021-01-19,,,,,,,,,,,,,,,,,,,,,0.9600,,,,,,,,,,,,,,,,,,,,,1.5905,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,0.9650,,0.8572,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2021-01-20,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5400,0.0501,,,,,,,,,,,,,,,,,,
513,2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2021-01-22,,,,0.3907,,,,1.8000,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,0.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.6783,,
515,2021-01-29,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2021-02-05,,0.5700,,,,0.1194,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,0.8000,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8100,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,0.5201,0.4910,,,,,,,,,,,,,,,
517,2021-02-08,0.9600,,,,,,0.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,1.2000,,,,,,,,,,,,,,,,,0.7541,,,,,,,
518,2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4200,1.2700,0.2800,1.2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8700,,,,,,,,,,,,,,
520,2021-02-12,,,,,,,,,1.0823,0.5600,0.4903,,0.9000,,,,,,,,,,0.6200,0.5500,0.7800,0.6800,,,1.9500,0.9000,0.6877,,0.0810,1.2500,2.2200,0.8000,0.6700,,0.5800,,0.5500,,,,,0.0720,0.6900,,,,,,0.5000,0.5000,0.6200,,,0.0800,1.0100,,,,1.2487,0.7000,,0.7500,,0.4503,0.6000,0.7500,0.5200,,0.6000,1.4200,0.7200,0.5000,0.8000,0.9500,,,0.2000,0.5500,,,0.5000,,0.1600,0.7000,2.2500,,,,,,,,,,,0.6000,0.4500,0.6000,,,0.8000,0.6200,0.5800,,0.4800,0.0730
521,2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2400,,,,,,,,,,,,,,,,,
522,2021-02-18,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,1.3377,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2021-02-19,,,,,,,,,,,,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1600,0.0450,,,,,,,,,,,,,,,,,,
524,2021-02-22,,,,,,,,2.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2021-02-25,,,,0.4933,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3500,,
527,2021-02-26,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,2021-03-05,,0.5700,,,,0.1103,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,1.0000,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8400,,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,0.4700,0.5000,,,,,,,,,,,,,,,
529,2021-03-08,1.0300,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,0.5600,,,0.4600,,,,,,,,,,,,,,,,,,1.1500,,,,,,,,,,,,,,,,,0.7541,,,,,,,
530,2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2900,1.2000,0.2500,1.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5900,,,,,,,,,,,,,,
531,2021-03-12,,,,,,,,,1.0823,0.5600,0.4800,,1.0100,0.0450,0.7250,,,,,,,,0.6200,0.5500,0.7800,0.6800,,,1.2800,,0.6700,,0.0844,1.2500,2.0000,0.8000,0.6700,,0.5800,,0.5500,,,,,0.0650,0.6900,,,,,,0.5500,,0.6000,,,0.0800,1.0100,,,,0.7024,0.7500,,0.9000,,,0.6200,,0.5200,,,1.0000,0.7200,,,,,,0.1900,0.6350,,,0.4500,,0.1200,0.7000,2.0900,,,,,,,,0.1230,,,0.6000,0.4500,0.5500,,,0.8500,,0.5800,,0.4800,0.0770
532,2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9100,,,,,,,,,,,,,,,,,,,,,,,,0.4900,,,,,,,,,,,,,,,,,,,,,,0.3600,0.8000,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,2021-03-16,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,1.2300,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,0.7500,,0.6000,0.6200,,,,,,,,,,,,,,,,,,,,1.2400,,,,,,,,,,,,,,,,,
534,2021-03-17,,,,,,,,,,,,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1500,0.0450,,,,,,,,,,,,,,,,,,
535,2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,2021-03-19,,,,,,,,1.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,2021-03-22,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2021-03-24,,,,,,,,,,,,,,,,,0.1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2021-03-25,,,,0.5930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.2500,,
540,2021-03-26,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,2021-04-08,,0.5700,,,,0.1146,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,1.1000,0.5800,0.1600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8600,,,,,,,,,,,,,0.8000,,,,,,,,,,0.0700,,,,0.5200,0.5000,,,,,,,,,,,,,,,
542,2021-04-09,1.0700,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.6800,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.4030,,,,,,,,,,,,,,,,,,1.3000,,,,,,,,,,,,,,,,,0.7541,,,,,,,
543,2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,2021-04-14,,,,,,,,,,,,,,0.0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1200,1.0200,0.3300,0.9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,
545,2021-04-15,,,,,,,,,1.0823,0.5600,0.4600,,1.1500,,0.7250,,,,,,,,0.6800,0.5500,0.7800,0.6800,,0.0070,1.5400,0.9000,0.6700,,0.0840,,2.0000,0.4000,0.6700,,,,0.5600,,,,,0.0810,0.6900,,,,,,0.5500,0.5500,0.4500,,,0.0800,0.9700,,,,0.9346,0.6500,,0.8000,,,0.6300,,0.5000,,,1.0000,0.6000,0.5000,0.8000,0.8500,,,0.1900,0.6500,,,0.4500,,0.0600,0.7000,2.8700,,,,,,,,0.1200,,,0.4500,0.4500,0.1800,,,0.9000,,0.5900,,0.4800,0.0730
546,2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,
547,2021-04-19,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,1.2840,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,0.7000,,0.6000,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,2021-04-20,,,,,,,,,,,,,,,,,,,,,,1.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8500,0.0500,,,,,,,,,,,,,,,,,,
549,2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2021-04-23,,,,0.6086,,,,1.1000,,,,,,,,,,,,0.6300,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.1500,,
551,2021-04-28,,,,,,,,,,,,,,,,,0.3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2021-04-30,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,2021-05-07,,0.5700,,,,0.1045,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,1.1000,0.5800,0.2200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,0.7000,,,,,,,,,,0.0800,,,,0.5600,0.5000,,,,,,,,,,,,,,,
554,2021-05-10,1.0700,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.6400,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.4000,,,,,,,,,,,,,,,,,,1.2600,,,,,,,,,,,,,,,,,0.7541,,,,,,,
555,2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2000,1.0000,0.3000,0.9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,
557,2021-05-14,,,,,,,,,1.0823,0.5000,0.4600,,1.5100,0.0650,0.7250,,,,,,,,0.7200,0.5500,0.7800,0.6800,,0.0084,1.3700,0.9000,0.6700,,0.0840,,2.0000,0.4000,0.6700,,,,0.6000,,,,,0.0810,0.6900,,,,,,0.5500,0.5700,0.4000,,,0.0800,0.9100,,,,0.6540,0.6506,,0.8000,,,0.6400,,0.3000,,,1.1000,0.6000,0.5000,0.8000,0.8500,,,0.2000,0.6400,,,0.4500,,0.1000,0.7000,1.1850,,,,,,,,0.1700,,,0.5000,0.4500,0.2500,,,0.9000,,0.6000,,0.4800,0.0800
558,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,
559,2021-05-18,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,,,,,,,,,,,1.1590,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,0.7000,,0.6000,0.7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2021-05-19,,,,,,,,,,,,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9300,0.0500,,,,,,,,,,,,,,,,,,
561,2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2021-05-21,,,0.5000,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2021-05-25,,,,0.6753,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6400,,0.3000,,
564,2021-05-26,,,,,,,,,,,,,,,,,0.4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,2021-05-28,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2021-06-08,,0.5700,,,,0.1116,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,1.1000,0.5800,0.3500,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,0.5000,,,,,,,,,,0.1000,,,,0.5600,0.5400,,,,,,,,,,,,,,,
567,2021-06-09,1.0800,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,1.0600,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3800,,,,,,,,,,,,,,,,,,1.1600,,,,,,,,,,,,,,,,,0.7541,,,,,,,
568,2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0900,1.1300,0.3500,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7900,,,,,,,,,,,,,,
570,2021-06-15,,,,,,,,,1.0823,0.5000,0.4600,,1.5900,0.0650,1.1000,,,,,,,,0.7500,0.5000,1.0000,0.7000,,0.0084,1.1000,1.0400,0.6700,,0.0840,,1.9000,0.3500,0.6900,,,,0.6000,,,,,0.0640,0.6900,,,,,,0.5500,0.5400,0.4500,,,0.0700,0.9100,,,,0.9110,0.6500,,0.9500,,,0.7000,,0.3200,,,1.2000,0.6000,0.5000,0.8000,0.8500,,,0.2800,0.6400,,,0.4500,,0.0700,0.7000,2.0600,,,,,,,,0.1700,,,0.5700,0.4500,0.3500,,,1.0000,,0.6100,,0.4800,0.0870
571,2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,
572,2021-06-17,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,1.1537,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,0.7500,,0.6000,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2021-06-18,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0400,0.0500,,,,,,,,,,,,,,,,,,
574,2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,2021-06-22,,,0.6000,,,,,1.0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2021-06-25,,,,0.6724,,,,,,,,,,,,,0.5634,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3500,,,,,,,,,,,,,,,,,,,,,,,0.1200,,,,,,,,,,,,,,,,,,,,,,0.6200,,0.4000,,
577,2021-06-29,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2021-07-07,,0.5700,,,,0.1767,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,,,,,1.0000,0.5800,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0400,,,,,,,,,,,,,0.7700,,,,,,,,,,0.1300,,,,0.5800,0.5600,,,,,,,,,,,,,,,
579,2021-07-08,1.5500,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,0.8800,,,,,,,,,,,1.0500,,,,,,,,,,,,,,,,,,,,,,0.5707,,,0.3800,,,,,,,,,,,,,,,,,,1.1100,,,,,,,,,,,,,,,,,0.7541,,,,,,,
580,2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1000,1.1000,0.4000,0.9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,
